REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MEASURE_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
CMR,Cameroon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,14.9,PS,Persons,6,Millions,Normal value,Public
CMR,Cameroon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,15.6,PS,Persons,6,Millions,Normal value,Public
CMR,Cameroon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,16.0,PS,Persons,6,Millions,Normal value,Public
CMR,Cameroon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,16.5,PS,Persons,6,Millions,Normal value,Public
CAN,Canada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,1.3,PS,Persons,6,Millions,Normal value,Public
CAN,Canada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.2,PS,Persons,6,Millions,Normal value,Public
CAN,Canada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,1.1,PS,Persons,6,Millions,Normal value,Public
CAN,Canada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.5,PS,Persons,6,Millions,Normal value,Public
CAN,Canada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.7,PS,Persons,6,Millions,Normal value,Public
CAN,Canada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,1.1,PS,Persons,6,Millions,Normal value,Public
CAN,Canada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,1.2,PS,Persons,6,Millions,Normal value,Public
CAN,Canada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.2,PS,Persons,6,Millions,Normal value,Public
CAN,Canada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.2,PS,Persons,6,Millions,Normal value,Public
CAF,Central African Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,4.1,PS,Persons,6,Millions,Normal value,Public
CAF,Central African Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,4.2,PS,Persons,6,Millions,Normal value,Public
CAF,Central African Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,4.2,PS,Persons,6,Millions,Normal value,Public
CAF,Central African Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,4.3,PS,Persons,6,Millions,Normal value,Public
CAF,Central African Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,4.5,PS,Persons,6,Millions,Normal value,Public
CAF,Central African Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,4.4,PS,Persons,6,Millions,Normal value,Public
CAF,Central African Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,4.5,PS,Persons,6,Millions,Normal value,Public
CAF,Central African Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,4.7,PS,Persons,6,Millions,Normal value,Public
CAF,Central African Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,4.8,PS,Persons,6,Millions,Normal value,Public
TCD,Chad,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,10.5,PS,Persons,6,Millions,Normal value,Public
TCD,Chad,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,10.2,PS,Persons,6,Millions,Normal value,Public
TCD,Chad,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,9.9,PS,Persons,6,Millions,Normal value,Public
TCD,Chad,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,10.7,PS,Persons,6,Millions,Normal value,Public
TCD,Chad,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,11.1,PS,Persons,6,Millions,Normal value,Public
TCD,Chad,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,11.7,PS,Persons,6,Millions,Normal value,Public
TCD,Chad,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,12.6,PS,Persons,6,Millions,Normal value,Public
TCD,Chad,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,13.5,PS,Persons,6,Millions,Normal value,Public
TCD,Chad,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,14.0,PS,Persons,6,Millions,Normal value,Public
CHL,Chile,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,9.3,PS,Persons,6,Millions,Normal value,Public
CHL,Chile,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,9.1,PS,Persons,6,Millions,Normal value,Public
CHL,Chile,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,9.1,PS,Persons,6,Millions,Normal value,Public
CHL,Chile,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,10.0,PS,Persons,6,Millions,Normal value,Public
CHL,Chile,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,8.7,PS,Persons,6,Millions,Normal value,Public
CHL,Chile,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,8.3,PS,Persons,6,Millions,Normal value,Public
CHL,Chile,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,8.3,PS,Persons,6,Millions,Normal value,Public
CHL,Chile,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,7.5,PS,Persons,6,Millions,Normal value,Public
CHL,Chile,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,7.3,PS,Persons,6,Millions,Normal value,Public
CHN,China,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,406.5,PS,Persons,6,Millions,Normal value,Public
CHN,China,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,353.8,PS,Persons,6,Millions,Normal value,Public
CHN,China,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,326.1,PS,Persons,6,Millions,Normal value,Public
CHN,China,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,354.1,PS,Persons,6,Millions,Normal value,Public
CHN,China,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,236.3,PS,Persons,6,Millions,Normal value,Public
CHN,China,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,248.3,PS,Persons,6,Millions,Normal value,Public
CHN,China,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,205.9,PS,Persons,6,Millions,Normal value,Public
CHN,China,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,183.1,PS,Persons,6,Millions,Normal value,Public
CHN,China,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,160.4,PS,Persons,6,Millions,Normal value,Public
COL,Colombia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,17.7,PS,Persons,6,Millions,Normal value,Public
COL,Colombia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,18.0,PS,Persons,6,Millions,Normal value,Public
COL,Colombia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,18.8,PS,Persons,6,Millions,Normal value,Public
COL,Colombia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,22.7,PS,Persons,6,Millions,Normal value,Public
COL,Colombia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,21.1,PS,Persons,6,Millions,Normal value,Public
COL,Colombia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,20.6,PS,Persons,6,Millions,Normal value,Public
COL,Colombia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,20.5,PS,Persons,6,Millions,Normal value,Public
COL,Colombia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,19.3,PS,Persons,6,Millions,Normal value,Public
COL,Colombia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,19.2,PS,Persons,6,Millions,Normal value,Public
COM,Comoros,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.4,PS,Persons,6,Millions,Normal value,Public
COM,Comoros,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.4,PS,Persons,6,Millions,Normal value,Public
COM,Comoros,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.4,PS,Persons,6,Millions,Normal value,Public
COM,Comoros,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.4,PS,Persons,6,Millions,Normal value,Public
COM,Comoros,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.4,PS,Persons,6,Millions,Normal value,Public
COM,Comoros,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.4,PS,Persons,6,Millions,Normal value,Public
COM,Comoros,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.4,PS,Persons,6,Millions,Normal value,Public
COM,Comoros,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.4,PS,Persons,6,Millions,Normal value,Public
COM,Comoros,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.4,PS,Persons,6,Millions,Normal value,Public
COD,"Congo, Dem. Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,83.4,PS,Persons,6,Millions,Normal value,Public
COD,"Congo, Dem. Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,84.4,PS,Persons,6,Millions,Normal value,Public
COD,"Congo, Dem. Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,86.7,PS,Persons,6,Millions,Normal value,Public
COD,"Congo, Dem. Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,90.0,PS,Persons,6,Millions,Normal value,Public
COD,"Congo, Dem. Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,92.4,PS,Persons,6,Millions,Normal value,Public
COD,"Congo, Dem. Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,94.7,PS,Persons,6,Millions,Normal value,Public
COD,"Congo, Dem. Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,96.8,PS,Persons,6,Millions,Normal value,Public
COD,"Congo, Dem. Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,99.2,PS,Persons,6,Millions,Normal value,Public
COD,"Congo, Dem. Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,101.7,PS,Persons,6,Millions,Normal value,Public
COG,"Congo, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,3.9,PS,Persons,6,Millions,Normal value,Public
COG,"Congo, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,4.1,PS,Persons,6,Millions,Normal value,Public
COG,"Congo, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,4.1,PS,Persons,6,Millions,Normal value,Public
COG,"Congo, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,4.4,PS,Persons,6,Millions,Normal value,Public
COG,"Congo, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,4.5,PS,Persons,6,Millions,Normal value,Public
COG,"Congo, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,4.7,PS,Persons,6,Millions,Normal value,Public
COG,"Congo, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,4.8,PS,Persons,6,Millions,Normal value,Public
COG,"Congo, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,4.9,PS,Persons,6,Millions,Normal value,Public
COG,"Congo, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,5.0,PS,Persons,6,Millions,Normal value,Public
CRI,Costa Rica,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,2.6,PS,Persons,6,Millions,Normal value,Public
CRI,Costa Rica,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,2.7,PS,Persons,6,Millions,Normal value,Public
CRI,Costa Rica,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,2.7,PS,Persons,6,Millions,Normal value,Public
CRI,Costa Rica,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,3.1,PS,Persons,6,Millions,Normal value,Public
CRI,Costa Rica,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,2.8,PS,Persons,6,Millions,Normal value,Public
CRI,Costa Rica,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,2.9,PS,Persons,6,Millions,Normal value,Public
CRI,Costa Rica,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,2.7,PS,Persons,6,Millions,Normal value,Public
CRI,Costa Rica,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,2.4,PS,Persons,6,Millions,Normal value,Public
CRI,Costa Rica,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,2.2,PS,Persons,6,Millions,Normal value,Public
CIV,Cote d'Ivoire,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,15.1,PS,Persons,6,Millions,Normal value,Public
CIV,Cote d'Ivoire,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,14.3,PS,Persons,6,Millions,Normal value,Public
CIV,Cote d'Ivoire,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,13.2,PS,Persons,6,Millions,Normal value,Public
CIV,Cote d'Ivoire,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,14.4,PS,Persons,6,Millions,Normal value,Public
CIV,Cote d'Ivoire,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,15.0,PS,Persons,6,Millions,Normal value,Public
CIV,Cote d'Ivoire,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,15.5,PS,Persons,6,Millions,Normal value,Public
CIV,Cote d'Ivoire,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,15.6,PS,Persons,6,Millions,Normal value,Public
CIV,Cote d'Ivoire,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,15.5,PS,Persons,6,Millions,Normal value,Public
CIV,Cote d'Ivoire,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,15.2,PS,Persons,6,Millions,Normal value,Public
HRV,Croatia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,1.3,PS,Persons,6,Millions,Normal value,Public
HRV,Croatia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.1,PS,Persons,6,Millions,Normal value,Public
HRV,Croatia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.9,PS,Persons,6,Millions,Normal value,Public
HRV,Croatia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.9,PS,Persons,6,Millions,Normal value,Public
HRV,Croatia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.7,PS,Persons,6,Millions,Normal value,Public
HRV,Croatia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.7,PS,Persons,6,Millions,Normal value,Public
HRV,Croatia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.6,PS,Persons,6,Millions,Normal value,Public
HRV,Croatia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.5,PS,Persons,6,Millions,Normal value,Public
HRV,Croatia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.5,PS,Persons,6,Millions,Normal value,Public
CYP,Cyprus,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.1,PS,Persons,6,Millions,Normal value,Public
CYP,Cyprus,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.0,PS,Persons,6,Millions,Normal value,Public
CYP,Cyprus,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.0,PS,Persons,6,Millions,Normal value,Public
CYP,Cyprus,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.0,PS,Persons,6,Millions,Normal value,Public
CYP,Cyprus,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.0,PS,Persons,6,Millions,Normal value,Public
CYP,Cyprus,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.0,PS,Persons,6,Millions,Normal value,Public
CYP,Cyprus,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.0,PS,Persons,6,Millions,Normal value,Public
CYP,Cyprus,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.0,PS,Persons,6,Millions,Normal value,Public
CYP,Cyprus,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.0,PS,Persons,6,Millions,Normal value,Public
CZE,Czechia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.6,PS,Persons,6,Millions,Normal value,Public
CZE,Czechia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.5,PS,Persons,6,Millions,Normal value,Public
CZE,Czechia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.4,PS,Persons,6,Millions,Normal value,Public
CZE,Czechia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.5,PS,Persons,6,Millions,Normal value,Public
CZE,Czechia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.4,PS,Persons,6,Millions,Normal value,Public
CZE,Czechia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.6,PS,Persons,6,Millions,Normal value,Public
CZE,Czechia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.7,PS,Persons,6,Millions,Normal value,Public
CZE,Czechia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.7,PS,Persons,6,Millions,Normal value,Public
CZE,Czechia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.6,PS,Persons,6,Millions,Normal value,Public
DNK,Denmark,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.1,PS,Persons,6,Millions,Normal value,Public
